#,cveID,assigner,publishedDate,url,baseScore,exploitabilityScore,baseSeverity,attackVector,privilegesRequired,attackComplexity,userInteraction,confidentialityImpact,integrityImpact,availabilityImpact
5058,CVE-2023-24957,psirt@us.ibm.com,2023-05-06T03:15Z,https://www.ibm.com/support/pages/node/6965776,5.4,2.3,MEDIUM,NETWORK,LOW,LOW,REQUIRED,LOW,LOW,NONE
5059,CVE-2023-24958,psirt@us.ibm.com,2023-05-04T14:15Z,https://exchange.xforce.ibmcloud.com/vulnerabilities/246320,8.8,2.8,HIGH,NETWORK,LOW,LOW,NONE,HIGH,HIGH,HIGH
5060,CVE-2023-2496,security@wordfence.com,2023-05-24T00:15Z,https://www.wordfence.com/threat-intel/vulnerabilities/id/477c6fa2-16a8-4461-b4d4-d087e13e3ca7?source=cve,7.5,1.6,HIGH,NETWORK,LOW,HIGH,NONE,HIGH,HIGH,HIGH
5061,CVE-2023-24960,psirt@us.ibm.com,2023-02-17T19:15Z,https://www.ibm.com/support/pages/node/6953521,7.5,3.9,HIGH,NETWORK,NONE,LOW,NONE,HIGH,NONE,NONE
5062,CVE-2023-24964,psirt@us.ibm.com,2023-02-17T17:15Z,https://exchange.xforce.ibmcloud.com/vulnerabilities/246463,5.5,1.8,MEDIUM,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE
5063,CVE-2023-24966,psirt@us.ibm.com,2023-04-27T14:15Z,https://www.ibm.com/support/pages/node/6986333,6.1,2.8,MEDIUM,NETWORK,NONE,LOW,REQUIRED,LOW,LOW,NONE
5064,CVE-2023-24975,psirt@us.ibm.com,2023-03-10T21:15Z,https://exchange.xforce.ibmcloud.com/vulnerabilities/247030,6.1,2.8,MEDIUM,NETWORK,NONE,LOW,REQUIRED,LOW,LOW,NONE
5065,CVE-2023-24977,security@apache.org,2023-02-01T10:15Z,https://lists.apache.org/thread/ggozxorctn3tdll7bgmpwwcbjnd0s6w7,7.5,3.9,HIGH,NETWORK,NONE,LOW,NONE,HIGH,NONE,NONE
5066,CVE-2023-24978,productcert@siemens.com,2023-02-14T11:15Z,https://cert-portal.siemens.com/productcert/pdf/ssa-847261.pdf,7.8,1.8,HIGH,LOCAL,NONE,LOW,REQUIRED,HIGH,HIGH,HIGH
5067,CVE-2023-24979,productcert@siemens.com,2023-02-14T11:15Z,https://cert-portal.siemens.com/productcert/pdf/ssa-847261.pdf,7.8,1.8,HIGH,LOCAL,NONE,LOW,REQUIRED,HIGH,HIGH,HIGH
5068,CVE-2023-2498,security@wordfence.com,2023-05-24T00:15Z,https://www.wordfence.com/threat-intel/vulnerabilities/id/1c3d4c96-63a7-4f3b-a9ac-095be241f840?source=cve,5.4,2.3,MEDIUM,NETWORK,LOW,LOW,REQUIRED,LOW,LOW,NONE
5069,CVE-2023-24980,productcert@siemens.com,2023-02-14T11:15Z,https://cert-portal.siemens.com/productcert/pdf/ssa-847261.pdf,7.8,1.8,HIGH,LOCAL,NONE,LOW,REQUIRED,HIGH,HIGH,HIGH
5070,CVE-2023-24981,productcert@siemens.com,2023-02-14T11:15Z,https://cert-portal.siemens.com/productcert/pdf/ssa-847261.pdf,7.8,1.8,HIGH,LOCAL,NONE,LOW,REQUIRED,HIGH,HIGH,HIGH
5071,CVE-2023-24982,productcert@siemens.com,2023-02-14T11:15Z,https://cert-portal.siemens.com/productcert/pdf/ssa-847261.pdf,7.8,1.8,HIGH,LOCAL,NONE,LOW,REQUIRED,HIGH,HIGH,HIGH
5072,CVE-2023-24983,productcert@siemens.com,2023-02-14T11:15Z,https://cert-portal.siemens.com/productcert/pdf/ssa-847261.pdf,7.8,1.8,HIGH,LOCAL,NONE,LOW,REQUIRED,HIGH,HIGH,HIGH
5073,CVE-2023-24984,productcert@siemens.com,2023-02-14T11:15Z,https://cert-portal.siemens.com/productcert/pdf/ssa-847261.pdf,7.8,1.8,HIGH,LOCAL,NONE,LOW,REQUIRED,HIGH,HIGH,HIGH
5074,CVE-2023-24985,productcert@siemens.com,2023-02-14T11:15Z,https://cert-portal.siemens.com/productcert/pdf/ssa-847261.pdf,7.8,1.8,HIGH,LOCAL,NONE,LOW,REQUIRED,HIGH,HIGH,HIGH
5075,CVE-2023-24986,productcert@siemens.com,2023-02-14T11:15Z,https://cert-portal.siemens.com/productcert/pdf/ssa-847261.pdf,7.8,1.8,HIGH,LOCAL,NONE,LOW,REQUIRED,HIGH,HIGH,HIGH
5076,CVE-2023-24987,productcert@siemens.com,2023-02-14T11:15Z,https://cert-portal.siemens.com/productcert/pdf/ssa-847261.pdf,7.8,1.8,HIGH,LOCAL,NONE,LOW,REQUIRED,HIGH,HIGH,HIGH
5077,CVE-2023-24988,productcert@siemens.com,2023-02-14T11:15Z,https://cert-portal.siemens.com/productcert/pdf/ssa-847261.pdf,7.8,1.8,HIGH,LOCAL,NONE,LOW,REQUIRED,HIGH,HIGH,HIGH
5078,CVE-2023-24989,productcert@siemens.com,2023-02-14T11:15Z,https://cert-portal.siemens.com/productcert/pdf/ssa-847261.pdf,7.8,1.8,HIGH,LOCAL,NONE,LOW,REQUIRED,HIGH,HIGH,HIGH
5079,CVE-2023-2499,security@wordfence.com,2023-05-16T09:15Z,https://plugins.trac.wordpress.org/browser/custom-registration-form-builder-with-submission-manager/tags/5.2.0.4/services/class_rm_user_services.php#L791,9.8,3.9,CRITICAL,NETWORK,NONE,LOW,NONE,HIGH,HIGH,HIGH
5080,CVE-2023-24990,productcert@siemens.com,2023-02-14T11:15Z,https://cert-portal.siemens.com/productcert/pdf/ssa-847261.pdf,7.8,1.8,HIGH,LOCAL,NONE,LOW,REQUIRED,HIGH,HIGH,HIGH
5081,CVE-2023-24991,productcert@siemens.com,2023-02-14T11:15Z,https://cert-portal.siemens.com/productcert/pdf/ssa-847261.pdf,7.8,1.8,HIGH,LOCAL,NONE,LOW,REQUIRED,HIGH,HIGH,HIGH
5082,CVE-2023-24992,productcert@siemens.com,2023-02-14T11:15Z,https://cert-portal.siemens.com/productcert/pdf/ssa-847261.pdf,7.8,1.8,HIGH,LOCAL,NONE,LOW,REQUIRED,HIGH,HIGH,HIGH
5083,CVE-2023-24993,productcert@siemens.com,2023-02-14T11:15Z,https://cert-portal.siemens.com/productcert/pdf/ssa-847261.pdf,7.8,1.8,HIGH,LOCAL,NONE,LOW,REQUIRED,HIGH,HIGH,HIGH
5084,CVE-2023-24994,productcert@siemens.com,2023-02-14T11:15Z,https://cert-portal.siemens.com/productcert/pdf/ssa-847261.pdf,7.8,1.8,HIGH,LOCAL,NONE,LOW,REQUIRED,HIGH,HIGH,HIGH
5085,CVE-2023-24995,productcert@siemens.com,2023-02-14T11:15Z,https://cert-portal.siemens.com/productcert/pdf/ssa-847261.pdf,7.8,1.8,HIGH,LOCAL,NONE,LOW,REQUIRED,HIGH,HIGH,HIGH
5086,CVE-2023-24996,productcert@siemens.com,2023-02-14T11:15Z,https://cert-portal.siemens.com/productcert/pdf/ssa-847261.pdf,7.8,1.8,HIGH,LOCAL,NONE,LOW,REQUIRED,HIGH,HIGH,HIGH
5087,CVE-2023-24997,security@apache.org,2023-02-01T15:15Z,https://lists.apache.org/thread/nxvtxq7oxhwyzo9ty2hqz8rvh5r7ngd8,9.8,3.9,CRITICAL,NETWORK,NONE,LOW,NONE,HIGH,HIGH,HIGH
5088,CVE-2023-24998,security@apache.org,2023-02-20T16:15Z,https://lists.apache.org/thread/4xl4l09mhwg4vgsk7dxqogcjrobrrdoy,7.5,3.9,HIGH,NETWORK,NONE,LOW,NONE,NONE,NONE,HIGH
5089,CVE-2023-24999,security@hashicorp.com,2023-03-11T00:15Z,https://discuss.hashicorp.com/t/hcsec-2023-07-vault-fails-to-verify-if-approle-secretid-belongs-to-role-during-a-destroy-operation/51305,8.1,2.8,HIGH,NETWORK,LOW,LOW,NONE,NONE,HIGH,HIGH
5090,CVE-2023-2500,security@wordfence.com,2023-05-25T00:15Z,https://codecanyon.net/item/go-pricing-wordpress-responsive-pricing-tables/3725820,8.8,2.8,HIGH,NETWORK,LOW,LOW,NONE,HIGH,HIGH,HIGH
5091,CVE-2023-25000,security@hashicorp.com,2023-03-30T01:15Z,https://discuss.hashicorp.com/t/hcsec-2023-10-vault-vulnerable-to-cache-timing-attacks-during-seal-and-unseal-operations/52078,4.7,1.0,MEDIUM,LOCAL,LOW,HIGH,NONE,HIGH,NONE,NONE
5092,CVE-2023-25001,psirt@autodesk.com,2023-06-27T23:15Z,https://www.autodesk.com/trust/security-advisories/adsk-sa-2023-0002,7.8,1.8,HIGH,LOCAL,NONE,LOW,REQUIRED,HIGH,HIGH,HIGH
5093,CVE-2023-25002,psirt@autodesk.com,2023-06-27T23:15Z,https://www.autodesk.com/trust/security-advisories/adsk-sa-2023-0002,7.8,1.8,HIGH,LOCAL,NONE,LOW,REQUIRED,HIGH,HIGH,HIGH
5094,CVE-2023-25003,psirt@autodesk.com,2023-06-23T19:15Z,https://www.autodesk.com/trust/security-advisories/adsk-sa-2023-0009,7.8,1.8,HIGH,LOCAL,NONE,LOW,REQUIRED,HIGH,HIGH,HIGH
5095,CVE-2023-25004,psirt@autodesk.com,2023-06-27T19:15Z,https://www.autodesk.com/trust/security-advisories/adsk-sa-2023-0009,7.8,1.8,HIGH,LOCAL,NONE,LOW,REQUIRED,HIGH,HIGH,HIGH
5096,CVE-2023-25005,psirt@autodesk.com,2023-05-12T21:15Z,https://www.autodesk.com/trust/security-advisories/adsk-sa-2023-0006,7.8,1.8,HIGH,LOCAL,NONE,LOW,REQUIRED,HIGH,HIGH,HIGH
5097,CVE-2023-25006,psirt@autodesk.com,2023-05-12T21:15Z,https://www.autodesk.com/trust/security-advisories/adsk-sa-2023-0008,7.8,1.8,HIGH,LOCAL,NONE,LOW,REQUIRED,HIGH,HIGH,HIGH
5098,CVE-2023-25007,psirt@autodesk.com,2023-05-12T21:15Z,https://www.autodesk.com/trust/security-advisories/adsk-sa-2023-0008,7.8,1.8,HIGH,LOCAL,NONE,LOW,REQUIRED,HIGH,HIGH,HIGH
5099,CVE-2023-25008,psirt@autodesk.com,2023-05-12T21:15Z,https://www.autodesk.com/trust/security-advisories/adsk-sa-2023-0008,7.8,1.8,HIGH,LOCAL,NONE,LOW,REQUIRED,HIGH,HIGH,HIGH
5100,CVE-2023-25009,psirt@autodesk.com,2023-05-12T21:15Z,https://www.autodesk.com/trust/security-advisories/adsk-sa-2023-0008,7.8,1.8,HIGH,LOCAL,NONE,LOW,REQUIRED,HIGH,HIGH,HIGH
5101,CVE-2023-2501,cve@mitre.org,2023-05-12T05:15Z,,,,,,,,,,,
5102,CVE-2023-25010,psirt@autodesk.com,2023-04-17T21:15Z,https://www.autodesk.com/trust/security-advisories/adsk-sa-2023-0003,7.8,1.8,HIGH,LOCAL,NONE,LOW,REQUIRED,HIGH,HIGH,HIGH
5103,CVE-2023-25011,psirt-info@cyber.jp.nec.com,2023-02-15T04:15Z,https://jpn.nec.com/security-info/secinfo/nv23-001_en.html,7.8,1.8,HIGH,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH
5104,CVE-2023-25012,cve@mitre.org,2023-02-02T00:15Z,https://seclists.org/oss-sec/2023/q1/53,4.6,0.9,MEDIUM,PHYSICAL,NONE,LOW,NONE,NONE,NONE,HIGH
5105,CVE-2023-25013,cve@mitre.org,2023-02-02T01:15Z,https://typo3.org/security/advisory/typo3-ext-sa-2023-001,7.5,3.9,HIGH,NETWORK,NONE,LOW,NONE,NONE,HIGH,NONE
5106,CVE-2023-25014,cve@mitre.org,2023-02-02T01:15Z,https://typo3.org/security/advisory/typo3-ext-sa-2023-001,7.5,3.9,HIGH,NETWORK,NONE,LOW,NONE,NONE,HIGH,NONE
5107,CVE-2023-25015,cve@mitre.org,2023-02-02T04:15Z,https://github.com/ankane/clockwork_web/commit/ec2896503ee231588547c2fad4cb93a94e78f857,6.5,2.8,MEDIUM,NETWORK,NONE,LOW,REQUIRED,NONE,HIGH,NONE
5108,CVE-2023-25016,cve@mitre.org,2023-02-06T21:15Z,https://www.couchbase.com/alerts/,7.5,3.9,HIGH,NETWORK,NONE,LOW,NONE,HIGH,NONE,NONE
5109,CVE-2023-25017,cve@cert.org.tw,2023-03-27T04:15Z,https://www.twcert.org.tw/tw/cp-132-6962-34ac1-1.html,8.1,2.8,HIGH,NETWORK,LOW,LOW,NONE,HIGH,HIGH,NONE
5110,CVE-2023-25018,cve@cert.org.tw,2023-03-27T04:15Z,https://www.twcert.org.tw/tw/cp-132-6963-7d2ee-1.html,5.4,2.3,MEDIUM,NETWORK,LOW,LOW,REQUIRED,LOW,LOW,NONE
5111,CVE-2023-2502,cve@mitre.org,2023-05-12T05:15Z,,,,,,,,,,,
5112,CVE-2023-25020,audit@patchstack.com,2023-04-07T12:15Z,https://patchstack.com/database/vulnerability/bft-autoresponder/wordpress-arigato-autoresponder-and-newsletter-plugin-2-7-1-1-cross-site-scripting-xss-2?_s_id=cve,6.1,2.8,MEDIUM,NETWORK,NONE,LOW,REQUIRED,LOW,LOW,NONE
5113,CVE-2023-25021,audit@patchstack.com,2023-05-08T12:15Z,https://patchstack.com/database/vulnerability/fareharbor/wordpress-fareharbor-for-wordpress-plugin-3-6-6-cross-site-scripting-xss-vulnerability?_s_id=cve,4.8,1.7,MEDIUM,NETWORK,HIGH,LOW,REQUIRED,LOW,LOW,NONE
5114,CVE-2023-25022,audit@patchstack.com,2023-04-07T11:15Z,https://patchstack.com/database/vulnerability/watu/wordpress-watu-quiz-plugin-3-3-8-cross-site-scripting-xss?_s_id=cve,4.8,1.7,MEDIUM,NETWORK,HIGH,LOW,REQUIRED,LOW,LOW,NONE
5115,CVE-2023-25023,audit@patchstack.com,2023-04-07T11:15Z,https://patchstack.com/database/vulnerability/webinar-ignition/wordpress-webinarignition-plugin-2-14-2-cross-site-scripting-xss?_s_id=cve,4.8,1.7,MEDIUM,NETWORK,HIGH,LOW,REQUIRED,LOW,LOW,NONE
5116,CVE-2023-25024,audit@patchstack.com,2023-04-07T11:15Z,https://patchstack.com/database/vulnerability/icegram-rainmaker/wordpress-icegram-collect-easy-form-lead-collection-and-subscription-plugin-plugin-1-3-8-cross-site-scripting-xss?_s_id=cve,4.8,1.7,MEDIUM,NETWORK,HIGH,LOW,REQUIRED,LOW,LOW,NONE
5117,CVE-2023-25027,audit@patchstack.com,2023-04-07T11:15Z,https://patchstack.com/database/vulnerability/chained-quiz/wordpress-chained-quiz-plugin-1-3-2-5-cross-site-scripting-xss?_s_id=cve,4.8,1.7,MEDIUM,NETWORK,HIGH,LOW,REQUIRED,LOW,LOW,NONE
5118,CVE-2023-25028,audit@patchstack.com,2023-05-24T17:15Z,https://patchstack.com/database/vulnerability/cc-custom-taxonmy/wordpress-cc-custom-taxonomy-plugin-1-0-1-cross-site-scripting-xss-vulnerability?_s_id=cve,4.8,1.7,MEDIUM,NETWORK,HIGH,LOW,REQUIRED,LOW,LOW,NONE
5119,CVE-2023-25029,audit@patchstack.com,2023-05-26T14:15Z,https://patchstack.com/database/vulnerability/wp-social-bookmarking-light/wordpress-wp-social-bookmarking-light-plugin-2-0-7-cross-site-request-forgery-csrf-vulnerability?_s_id=cve,8.8,2.8,HIGH,NETWORK,NONE,LOW,REQUIRED,HIGH,HIGH,HIGH
5120,CVE-2023-2503,contact@wpscan.com,2023-06-05T14:15Z,https://wpscan.com/vulnerability/07b1caf1-d00b-4075-b71a-0516d5604286,6.1,2.8,MEDIUM,NETWORK,NONE,LOW,REQUIRED,LOW,LOW,NONE
5121,CVE-2023-25031,audit@patchstack.com,2023-04-07T12:15Z,https://patchstack.com/database/vulnerability/bft-autoresponder/wordpress-arigato-autoresponder-and-newsletter-plugin-2-7-1-cross-site-scripting-xss?_s_id=cve,4.8,1.7,MEDIUM,NETWORK,HIGH,LOW,REQUIRED,LOW,LOW,NONE
5122,CVE-2023-25034,audit@patchstack.com,2023-05-26T15:15Z,https://patchstack.com/database/vulnerability/wp-clean-up/wordpress-wp-clean-up-plugin-1-2-3-cross-site-request-forgery-csrf-vulnerability?_s_id=cve,8.8,2.8,HIGH,NETWORK,NONE,LOW,REQUIRED,HIGH,HIGH,HIGH
5123,CVE-2023-25036,audit@patchstack.com,2023-07-18T13:15Z,https://patchstack.com/database/vulnerability/spoontalk-social-media-icons-widget/wordpress-social-media-icons-widget-plugin-1-6-cross-site-request-forgery-csrf-vulnerability?_s_id=cve,,,,,,,,,,
5124,CVE-2023-25038,audit@patchstack.com,2023-05-26T13:15Z,https://patchstack.com/database/vulnerability/for-the-visually-impaired/wordpress-for-the-visually-impaired-plugin-0-58-cross-site-request-forgery-csrf-vulnerability?_s_id=cve,8.8,2.8,HIGH,NETWORK,NONE,LOW,REQUIRED,HIGH,HIGH,HIGH
5125,CVE-2023-2504,ics-cert@hq.dhs.gov,2023-05-22T22:15Z,https://www.cisa.gov/news-events/ics-advisories/icsa-23-131-11,9.8,3.9,CRITICAL,NETWORK,NONE,LOW,NONE,HIGH,HIGH,HIGH
5126,CVE-2023-25040,audit@patchstack.com,2023-03-30T12:15Z,https://patchstack.com/database/vulnerability/shortcodes-ultimate/wordpress-shortcodes-ultimate-plugin-5-12-6-cross-site-scripting-xss-vulnerability?_s_id=cve,5.4,2.3,MEDIUM,NETWORK,LOW,LOW,REQUIRED,LOW,LOW,NONE
5127,CVE-2023-25041,audit@patchstack.com,2023-04-07T12:15Z,https://patchstack.com/database/vulnerability/monolit/wordpress-monolit-theme-theme-2-0-6-cross-site-scripting-xss-vulnerability?_s_id=cve,6.1,2.8,MEDIUM,NETWORK,NONE,LOW,REQUIRED,LOW,LOW,NONE
5128,CVE-2023-25046,audit@patchstack.com,2023-04-07T10:15Z,https://patchstack.com/database/vulnerability/podlove-podcasting-plugin-for-wordpress/wordpress-podlove-podcast-publisher-plugin-3-8-2-cross-site-scripting-xss?_s_id=cve,4.8,1.7,MEDIUM,NETWORK,HIGH,LOW,REQUIRED,LOW,LOW,NONE
5129,CVE-2023-25049,audit@patchstack.com,2023-04-07T12:15Z,https://patchstack.com/database/vulnerability/ecommerce-product-catalog/wordpress-ecommerce-product-catalog-plugin-for-wordpress-plugin-3-3-4-cross-site-scripting-xss-vulnerability?_s_id=cve,4.8,1.7,MEDIUM,NETWORK,HIGH,LOW,REQUIRED,LOW,LOW,NONE
5130,CVE-2023-2505,ics-cert@hq.dhs.gov,2023-05-22T22:15Z,https://www.cisa.gov/news-events/ics-advisories/icsa-23-131-11,8.8,2.8,HIGH,NETWORK,NONE,LOW,REQUIRED,HIGH,HIGH,HIGH
5131,CVE-2023-25051,audit@patchstack.com,2023-07-11T08:15Z,https://patchstack.com/database/vulnerability/comment-reply-notification/wordpress-comment-reply-notification-plugin-1-4-cross-site-request-forgery-csrf-vulnerability?_s_id=cve,8.8,2.8,HIGH,NETWORK,NONE,LOW,REQUIRED,HIGH,HIGH,HIGH
5132,CVE-2023-25052,audit@patchstack.com,2023-05-08T13:15Z,https://patchstack.com/database/vulnerability/yandexnews-feed-by-teplitsa/wordpress-yandex-news-feed-by-teplitsa-plugin-1-12-5-cross-site-scripting-xss-vulnerability?_s_id=cve,4.8,1.7,MEDIUM,NETWORK,HIGH,LOW,REQUIRED,LOW,LOW,NONE
5133,CVE-2023-25055,audit@patchstack.com,2023-06-15T14:15Z,https://patchstack.com/database/vulnerability/xml-sitemaps-for-videos/wordpress-google-xml-sitemap-for-videos-plugin-2-6-1-cross-site-request-forgery-csrf-vulnerability?_s_id=cve,8.8,2.8,HIGH,NETWORK,NONE,LOW,REQUIRED,HIGH,HIGH,HIGH
5134,CVE-2023-25056,audit@patchstack.com,2023-05-23T14:15Z,https://patchstack.com/database/vulnerability/feed-them-social/wordpress-feed-them-social-for-twitter-feed-youtube-and-more-plugin-3-0-2-cross-site-request-forgery-csrf-vulnerability?_s_id=cve,8.8,2.8,HIGH,NETWORK,NONE,LOW,REQUIRED,HIGH,HIGH,HIGH
5135,CVE-2023-25058,audit@patchstack.com,2023-05-26T15:15Z,https://patchstack.com/database/vulnerability/all-in-one-schemaorg-rich-snippets/wordpress-schema-all-in-one-schema-rich-snippets-plugin-1-6-5-cross-site-request-forgery-csrf-vulnerability?_s_id=cve,8.8,2.8,HIGH,NETWORK,NONE,LOW,REQUIRED,HIGH,HIGH,HIGH
5136,CVE-2023-25059,audit@patchstack.com,2023-04-07T09:15Z,https://patchstack.com/database/vulnerability/avalex/wordpress-avalex-plugin-3-0-3-cross-site-scripting-xss?_s_id=cve,4.8,1.7,MEDIUM,NETWORK,HIGH,LOW,REQUIRED,LOW,LOW,NONE
5137,CVE-2023-25061,audit@patchstack.com,2023-04-07T09:15Z,https://patchstack.com/database/vulnerability/bft-autoresponder/wordpress-arigato-autoresponder-and-newsletter-plugin-2-7-1-1-cross-site-scripting-xss?_s_id=cve,5.4,2.3,MEDIUM,NETWORK,LOW,LOW,REQUIRED,LOW,LOW,NONE
5138,CVE-2023-25062,audit@patchstack.com,2023-04-06T14:15Z,https://patchstack.com/database/vulnerability/booking-system/wordpress-pinpoint-booking-system-plugin-2-9-9-2-8-cross-site-scripting-xss?_s_id=cve,4.8,1.7,MEDIUM,NETWORK,HIGH,LOW,REQUIRED,LOW,LOW,NONE
5139,CVE-2023-25064,audit@patchstack.com,2023-03-20T11:15Z,https://patchstack.com/database/vulnerability/wp-htpasswd/wordpress-wp-htpasswd-plugin-1-7-cross-site-scripting-xss?_s_id=cve,4.8,1.7,MEDIUM,NETWORK,HIGH,LOW,REQUIRED,LOW,LOW,NONE
5140,CVE-2023-25065,audit@patchstack.com,2023-02-14T12:15Z,https://patchstack.com/database/vulnerability/wp-expand-tabs-free/wordpress-wp-tabs-responsive-tabs-plugin-for-wordpress-plugin-2-1-14-cross-site-request-forgery-csrf?_s_id=cve,8.8,2.8,HIGH,NETWORK,NONE,LOW,REQUIRED,HIGH,HIGH,HIGH
5141,CVE-2023-25066,audit@patchstack.com,2023-02-14T06:15Z,https://patchstack.com/database/vulnerability/fv-wordpress-flowplayer/wordpress-fv-flowplayer-video-player-plugin-7-5-30-7212-cross-site-request-forgery-csrf?_s_id=cve,8.8,2.8,HIGH,NETWORK,NONE,LOW,REQUIRED,HIGH,HIGH,HIGH
5142,CVE-2023-25069,security@trendmicro.com,2023-03-22T06:15Z,https://success.trendmicro.com/solution/000292486,8.8,2.8,HIGH,NETWORK,LOW,LOW,NONE,HIGH,HIGH,HIGH
5143,CVE-2023-2507,help@fluidattacks.com,2023-07-15T19:15Z,https://github.com/CleverTap/clevertap-cordova,,,,,,,,,,
5144,CVE-2023-25070,vultures@jpcert.or.jp,2023-05-10T06:15Z,https://www.seiko-sol.co.jp/products/skybridge/skybridge_download/mb-a130/,6.5,3.9,MEDIUM,NETWORK,NONE,LOW,NONE,LOW,LOW,NONE
5145,CVE-2023-25072,vultures@jpcert.or.jp,2023-05-10T06:15Z,https://www.seiko-sol.co.jp/products/skybridge/skybridge_download/mb-a130/,7.5,3.9,HIGH,NETWORK,NONE,LOW,NONE,HIGH,NONE,NONE
5146,CVE-2023-25076,talos-cna@cisco.com,2023-03-30T15:15Z,https://talosintelligence.com/vulnerability_reports/TALOS-2023-1731,9.8,3.9,CRITICAL,NETWORK,NONE,LOW,NONE,HIGH,HIGH,HIGH
5147,CVE-2023-25077,vultures@jpcert.or.jp,2023-03-06T00:15Z,https://www.ec-cube.net/info/weakness/20230214/,5.4,2.3,MEDIUM,NETWORK,LOW,LOW,REQUIRED,LOW,LOW,NONE
5148,CVE-2023-25078,psirt@honeywell.com,2023-07-13T11:15Z,https://process.honeywell.com,,,,,,,,,,
5149,CVE-2023-25081,talos-cna@cisco.com,2023-07-06T15:15Z,https://talosintelligence.com/vulnerability_reports/TALOS-2023-1716,7.5,3.9,HIGH,NETWORK,NONE,LOW,NONE,NONE,NONE,HIGH
5150,CVE-2023-25082,talos-cna@cisco.com,2023-07-06T15:15Z,https://talosintelligence.com/vulnerability_reports/TALOS-2023-1716,7.5,3.9,HIGH,NETWORK,NONE,LOW,NONE,NONE,NONE,HIGH
5151,CVE-2023-25083,talos-cna@cisco.com,2023-07-06T15:15Z,https://talosintelligence.com/vulnerability_reports/TALOS-2023-1716,7.5,3.9,HIGH,NETWORK,NONE,LOW,NONE,NONE,NONE,HIGH
5152,CVE-2023-25084,talos-cna@cisco.com,2023-07-06T15:15Z,https://talosintelligence.com/vulnerability_reports/TALOS-2023-1716,7.5,3.9,HIGH,NETWORK,NONE,LOW,NONE,NONE,NONE,HIGH
5153,CVE-2023-25085,talos-cna@cisco.com,2023-07-06T15:15Z,https://talosintelligence.com/vulnerability_reports/TALOS-2023-1716,7.5,3.9,HIGH,NETWORK,NONE,LOW,NONE,NONE,NONE,HIGH
5154,CVE-2023-25086,talos-cna@cisco.com,2023-07-06T15:15Z,https://talosintelligence.com/vulnerability_reports/TALOS-2023-1716,7.5,3.9,HIGH,NETWORK,NONE,LOW,NONE,NONE,NONE,HIGH
5155,CVE-2023-25087,talos-cna@cisco.com,2023-07-06T15:15Z,https://talosintelligence.com/vulnerability_reports/TALOS-2023-1716,7.5,3.9,HIGH,NETWORK,NONE,LOW,NONE,NONE,NONE,HIGH
5156,CVE-2023-25088,talos-cna@cisco.com,2023-07-06T15:15Z,https://talosintelligence.com/vulnerability_reports/TALOS-2023-1716,7.5,3.9,HIGH,NETWORK,NONE,LOW,NONE,NONE,NONE,HIGH
5157,CVE-2023-25089,talos-cna@cisco.com,2023-07-06T15:15Z,https://talosintelligence.com/vulnerability_reports/TALOS-2023-1716,7.5,3.9,HIGH,NETWORK,NONE,LOW,NONE,NONE,NONE,HIGH
5158,CVE-2023-2509,security@asustor.com,2023-05-17T07:15Z,https://www.asustor.com/security/security_advisory_detail?id=22,6.1,2.8,MEDIUM,NETWORK,NONE,LOW,REQUIRED,LOW,LOW,NONE
5159,CVE-2023-25090,talos-cna@cisco.com,2023-07-06T15:15Z,https://talosintelligence.com/vulnerability_reports/TALOS-2023-1716,7.5,3.9,HIGH,NETWORK,NONE,LOW,NONE,NONE,NONE,HIGH
5160,CVE-2023-25091,talos-cna@cisco.com,2023-07-06T15:15Z,https://talosintelligence.com/vulnerability_reports/TALOS-2023-1716,7.5,3.9,HIGH,NETWORK,NONE,LOW,NONE,NONE,NONE,HIGH
5161,CVE-2023-25092,talos-cna@cisco.com,2023-07-06T15:15Z,https://talosintelligence.com/vulnerability_reports/TALOS-2023-1716,7.5,3.9,HIGH,NETWORK,NONE,LOW,NONE,NONE,NONE,HIGH
5162,CVE-2023-25093,talos-cna@cisco.com,2023-07-06T15:15Z,https://talosintelligence.com/vulnerability_reports/TALOS-2023-1716,7.5,3.9,HIGH,NETWORK,NONE,LOW,NONE,NONE,NONE,HIGH
5163,CVE-2023-25094,talos-cna@cisco.com,2023-07-06T15:15Z,https://talosintelligence.com/vulnerability_reports/TALOS-2023-1716,7.5,3.9,HIGH,NETWORK,NONE,LOW,NONE,NONE,NONE,HIGH
5164,CVE-2023-25095,talos-cna@cisco.com,2023-07-06T15:15Z,https://talosintelligence.com/vulnerability_reports/TALOS-2023-1716,7.5,3.9,HIGH,NETWORK,NONE,LOW,NONE,NONE,NONE,HIGH
5165,CVE-2023-25096,talos-cna@cisco.com,2023-07-06T15:15Z,https://talosintelligence.com/vulnerability_reports/TALOS-2023-1716,7.5,3.9,HIGH,NETWORK,NONE,LOW,NONE,NONE,NONE,HIGH
5166,CVE-2023-25097,talos-cna@cisco.com,2023-07-06T15:15Z,https://talosintelligence.com/vulnerability_reports/TALOS-2023-1716,7.5,3.9,HIGH,NETWORK,NONE,LOW,NONE,NONE,NONE,HIGH
